Index,Variant,region,Location code,ISO3,Type,Year,total_pop_january,total_pop_july,male_pop_july,female_pop_july,pop_density_july,sex_ratio_july,age_median_july,life_expectancy_birth,male_life_expectancy_birth,female_life_expectancy_birth,infant_mortality_rate_per_thou,under_5_deaths
13040,Estimates,Latvia,428,LVA,Country/Area,1961,  2 144,  2 157,957,  1 200,34.7,79.8,31.4,70.5,66.3,73.9,24.2,1
13041,Estimates,Latvia,428,LVA,Country/Area,1962,  2 170,  2 182,972,  1 210,35.1,80.4,31.6,69.9,65.8,73.2,23.9,1
13042,Estimates,Latvia,428,LVA,Country/Area,1963,  2 194,  2 206,987,  1 219,35.4,80.9,31.8,70.3,66.2,73.7,24.8,1
13043,Estimates,Latvia,428,LVA,Country/Area,1964,  2 217,  2 230,  1 001,  1 229,35.8,81.4,32.1,71.5,67.3,74.9,21.8,1
13044,Estimates,Latvia,428,LVA,Country/Area,1965,  2 242,  2 253,  1 014,  1 238,36.2,81.9,32.3,71.2,66.8,74.9,18.1,1
13045,Estimates,Latvia,428,LVA,Country/Area,1966,  2 263,  2 274,  1 027,  1 247,36.5,82.4,32.6,71.2,67,74.6,17.3,1
13046,Estimates,Latvia,428,LVA,Country/Area,1967,  2 285,  2 296,  1 041,  1 256,36.9,82.9,32.7,70.9,66.8,74.2,17.1,1
13047,Estimates,Latvia,428,LVA,Country/Area,1968,  2 307,  2 317,  1 053,  1 264,37.2,83.3,32.9,70.5,65.8,74.5,18.9,1
13048,Estimates,Latvia,428,LVA,Country/Area,1969,  2 328,  2 338,  1 066,  1 272,37.6,83.8,33,70.2,65.3,74.6,17.9,1
13049,Estimates,Latvia,428,LVA,Country/Area,1970,  2 348,  2 358,  1 077,  1 281,37.9,84,33.2,70.2,65.7,74.2,17.7,1
13050,Estimates,Latvia,428,LVA,Country/Area,1971,  2 367,  2 377,  1 088,  1 290,38.2,84.3,33.3,70.6,65.7,74.8,15.4,1
13051,Estimates,Latvia,428,LVA,Country/Area,1972,  2 387,  2 396,  1 099,  1 297,38.5,84.7,33.5,70.3,65.2,74.8,15,1
13052,Estimates,Latvia,428,LVA,Country/Area,1973,  2 405,  2 416,  1 109,  1 307,38.8,84.8,33.6,70.2,65.3,74.5,14.8,1
13053,Estimates,Latvia,428,LVA,Country/Area,1974,  2 427,  2 437,  1 120,  1 317,39.2,85,33.7,70.1,65,74.7,17.5,1
13054,Estimates,Latvia,428,LVA,Country/Area,1975,  2 447,  2 456,  1 129,  1 327,39.5,85.1,33.9,69.3,63.9,74.2,19.2,1
13055,Estimates,Latvia,428,LVA,Country/Area,1976,  2 464,  2 471,  1 136,  1 335,39.7,85.1,34,69.4,64,74.4,19,1
13056,Estimates,Latvia,428,LVA,Country/Area,1977,  2 477,  2 485,  1 143,  1 342,39.9,85.2,34.1,69.5,64.3,74.1,17.7,1
13057,Estimates,Latvia,428,LVA,Country/Area,1978,  2 492,  2 497,  1 149,  1 348,40.1,85.2,34.2,69.3,64.1,74.1,17.8,1
13058,Estimates,Latvia,428,LVA,Country/Area,1979,  2 502,  2 506,  1 153,  1 353,40.3,85.2,34.1,68.8,63.5,73.7,18.2,1
13059,Estimates,Latvia,428,LVA,Country/Area,1980,  2 509,  2 512,  1 156,  1 356,40.4,85.3,33.9,69.1,63.7,74.1,15.4,1
13060,Estimates,Latvia,428,LVA,Country/Area,1981,  2 515,  2 520,  1 161,  1 359,40.5,85.4,33.7,69.1,63.4,74.4,15.5,1
13061,Estimates,Latvia,428,LVA,Country/Area,1982,  2 525,  2 532,  1 167,  1 365,40.7,85.5,33.6,69.6,64.2,74.6,14.1,1
13062,Estimates,Latvia,428,LVA,Country/Area,1983,  2 539,  2 547,  1 175,  1 372,40.9,85.6,33.6,69.4,63.9,74.6,16.2,1
13063,Estimates,Latvia,428,LVA,Country/Area,1984,  2 555,  2 563,  1 183,  1 380,41.2,85.7,33.7,69.4,64.1,74.5,13,1
13064,Estimates,Latvia,428,LVA,Country/Area,1985,  2 571,  2 579,  1 192,  1 387,41.4,85.9,33.7,69.6,64.7,74,12.7,1
13065,Estimates,Latvia,428,LVA,Country/Area,1986,  2 588,  2 600,  1 203,  1 397,41.8,86.1,33.7,71,66.3,75.1,12.9,1
13066,Estimates,Latvia,428,LVA,Country/Area,1987,  2 612,  2 626,  1 217,  1 409,42.2,86.4,33.6,71,66.4,75.1,11.2,1
13067,Estimates,Latvia,428,LVA,Country/Area,1988,  2 640,  2 652,  1 231,  1 421,42.6,86.6,33.5,70.9,66.2,75.1,11,1
13068,Estimates,Latvia,428,LVA,Country/Area,1989,  2 664,  2 665,  1 239,  1 426,42.8,86.9,33.5,70.4,65.3,75.1,10.5,1
13069,Estimates,Latvia,428,LVA,Country/Area,1990,  2 665,  2 660,  1 237,  1 423,42.7,87,33.5,69.5,64.1,74.5,12.4,1
13070,Estimates,Latvia,428,LVA,Country/Area,1991,  2 655,  2 649,  1 232,  1 417,42.6,86.9,33.8,69.2,63.7,74.5,14.2,1
13071,Estimates,Latvia,428,LVA,Country/Area,1992,  2 643,  2 615,  1 214,  1 401,42,86.6,34.2,68.5,62.6,74.3,16.8,1
13072,Estimates,Latvia,428,LVA,Country/Area,1993,  2 587,  2 564,  1 187,  1 377,41.2,86.2,34.6,66.6,60.4,73.2,15,1
13073,Estimates,Latvia,428,LVA,Country/Area,1994,  2 541,  2 521,  1 165,  1 356,40.5,85.9,34.9,65.2,58.7,72.2,14.8,0
13074,Estimates,Latvia,428,LVA,Country/Area,1995,  2 502,  2 486,  1 147,  1 339,40,85.6,35.2,66,59.7,72.7,17.9,0
13075,Estimates,Latvia,428,LVA,Country/Area,1996,  2 470,  2 458,  1 133,  1 325,39.5,85.5,35.5,68.6,62.7,74.4,15.4,0
13076,Estimates,Latvia,428,LVA,Country/Area,1997,  2 445,  2 433,  1 121,  1 312,39.1,85.4,35.9,69.2,63.6,74.7,14.9,0
13077,Estimates,Latvia,428,LVA,Country/Area,1998,  2 421,  2 410,  1 110,  1 300,38.7,85.4,36.3,68.9,63.2,74.4,15,0
13078,Estimates,Latvia,428,LVA,Country/Area,1999,  2 399,  2 391,  1 101,  1 290,38.4,85.4,36.7,69.6,64.2,75,11.5,0
13079,Estimates,Latvia,428,LVA,Country/Area,2000,  2 382,  2 368,  1 090,  1 278,38.1,85.2,37,70.2,64.5,75.7,10.5,0
13080,Estimates,Latvia,428,LVA,Country/Area,2001,  2 354,  2 338,  1 075,  1 264,37.6,85.1,37.4,69.9,64.3,75.5,10.8,0
13081,Estimates,Latvia,428,LVA,Country/Area,2002,  2 322,  2 311,  1 061,  1 251,37.1,84.8,37.7,70.2,64.4,75.8,10,0
13082,Estimates,Latvia,428,LVA,Country/Area,2003,  2 300,  2 289,  1 050,  1 239,36.8,84.7,37.9,70.6,65.3,75.7,9.7,0
13083,Estimates,Latvia,428,LVA,Country/Area,2004,  2 278,  2 264,  1 038,  1 226,36.4,84.7,38.2,70.9,65.6,76.1,9.2,0
13084,Estimates,Latvia,428,LVA,Country/Area,2005,  2 251,  2 240,  1 027,  1 212,36,84.7,38.4,70.6,64.9,76.3,8,0
13085,Estimates,Latvia,428,LVA,Country/Area,2006,  2 229,  2 219,  1 018,  1 201,35.7,84.8,38.7,70.6,65,76.1,7.7,0
13086,Estimates,Latvia,428,LVA,Country/Area,2007,  2 209,  2 201,  1 011,  1 190,35.4,84.9,38.9,70.8,65.3,76.2,8.7,0
13087,Estimates,Latvia,428,LVA,Country/Area,2008,  2 192,  2 178,  1 000,  1 178,35,84.9,39.1,72,66.4,77.4,6.7,0
13088,Estimates,Latvia,428,LVA,Country/Area,2009,  2 163,  2 142,982,  1 160,34.4,84.6,39.5,72.7,67.5,77.6,7.3,0
13089,Estimates,Latvia,428,LVA,Country/Area,2010,  2 121,  2 098,960,  1 138,33.7,84.3,40.1,73,67.9,77.8,5.4,0
13090,Estimates,Latvia,428,LVA,Country/Area,2011,  2 075,  2 060,941,  1 119,33.1,84.2,40.6,73.7,68.5,78.5,6.5,0
13091,Estimates,Latvia,428,LVA,Country/Area,2012,  2 045,  2 035,931,  1 104,32.7,84.3,40.9,73.9,68.9,78.7,6.5,0
13092,Estimates,Latvia,428,LVA,Country/Area,2013,  2 024,  2 013,922,  1 091,32.3,84.5,41.3,74.2,69.3,78.7,4.5,0
13093,Estimates,Latvia,428,LVA,Country/Area,2014,  2 002,  1 994,914,  1 080,32,84.7,41.6,74.3,69.1,79.2,3.9,0
13094,Estimates,Latvia,428,LVA,Country/Area,2015,  1 986,  1 978,908,  1 070,31.8,84.8,41.8,74.7,69.7,79.3,4.1,0
13095,Estimates,Latvia,428,LVA,Country/Area,2016,  1 969,  1 960,900,  1 060,31.5,84.9,42,74.8,69.8,79.4,3.7,0
13096,Estimates,Latvia,428,LVA,Country/Area,2017,  1 950,  1 943,893,  1 050,31.2,85,42.3,74.8,69.8,79.5,4,0
13097,Estimates,Latvia,428,LVA,Country/Area,2018,  1 935,  1 928,887,  1 040,31,85.3,42.4,75,70,79.6,3,0
13098,Estimates,Latvia,428,LVA,Country/Area,2019,  1 920,  1 914,883,  1 031,30.8,85.6,42.6,75.6,70.9,80,3.4,0
13099,Estimates,Latvia,428,LVA,Country/Area,2020,  1 908,  1 901,878,  1 023,30.6,85.9,42.8,75.5,70.7,80,3.4,0
13100,Estimates,Latvia,428,LVA,Country/Area,2021,  1 894,  1 886,872,  1 014,30.3,86,42.9,73.2,68.3,78,2.7,0
13101,Estimates,Latvia,428,LVA,Country/Area,2022,  1 877,  1 881,871,  1 010,30.2,86.2,42.9,74.9,70.1,79.4,3.3,0
13102,Estimates,Latvia,428,LVA,Country/Area,2023,  1 885,  1 882,872,  1 010,30.3,86.3,43.1,76.2,71.6,80.5,2.9,0
13103,Estimates,Lithuania,440,LTU,Country/Area,1950,  2 421,  2 433,  1 097,  1 336,38.9,82.2,25.1,66.1,62.6,69.1,52.6,4
13104,Estimates,Lithuania,440,LTU,Country/Area,1951,  2 445,  2 459,  1 113,  1 346,39.3,82.6,25.2,66.1,62.7,69.1,52,4
13105,Estimates,Lithuania,440,LTU,Country/Area,1952,  2 472,  2 486,  1 128,  1 358,39.7,83.1,25.3,66.2,62.8,69.2,51.4,4
13106,Estimates,Lithuania,440,LTU,Country/Area,1953,  2 501,  2 515,  1 144,  1 371,40.2,83.5,25.5,66.3,62.9,69.3,50.7,4
13107,Estimates,Lithuania,440,LTU,Country/Area,1954,  2 530,  2 545,  1 161,  1 384,40.6,83.8,25.7,66.5,63,69.5,49.9,4
13108,Estimates,Lithuania,440,LTU,Country/Area,1955,  2 560,  2 575,  1 177,  1 398,41.1,84.2,25.9,66.6,63.2,69.6,48.8,4
13109,Estimates,Lithuania,440,LTU,Country/Area,1956,  2 591,  2 607,  1 195,  1 413,41.6,84.6,26.1,66.8,63.4,69.8,47.4,3
13110,Estimates,Lithuania,440,LTU,Country/Area,1957,  2 624,  2 642,  1 213,  1 429,42.2,84.9,26.3,67.7,64.3,70.6,44.7,3
13111,Estimates,Lithuania,440,LTU,Country/Area,1958,  2 660,  2 679,  1 233,  1 446,42.8,85.2,26.5,68.6,65.2,71.4,41.5,3
13112,Estimates,Lithuania,440,LTU,Country/Area,1959,  2 698,  2 723,  1 254,  1 469,43.5,85.3,27,69.4,66.1,72.2,38.5,3
13113,Estimates,Lithuania,440,LTU,Country/Area,1960,  2 747,  2 769,  1 276,  1 493,44.2,85.5,27.5,70.3,67,73,37.9,3
13114,Estimates,Lithuania,440,LTU,Country/Area,1961,  2 791,  2 813,  1 300,  1 513,44.9,85.9,27.7,70.5,66.8,73.6,35.3,3
13115,Estimates,Lithuania,440,LTU,Country/Area,1962,  2 834,  2 853,  1 322,  1 532,45.6,86.3,28,69.4,65.9,72.5,35,3
13116,Estimates,Lithuania,440,LTU,Country/Area,1963,  2 872,  2 891,  1 342,  1 549,46.2,86.6,28.2,70.6,66.8,73.9,34.1,2
13117,Estimates,Lithuania,440,LTU,Country/Area,1964,  2 910,  2 929,  1 362,  1 567,46.8,86.9,28.4,71.9,68.3,75,29.4,2
13118,Estimates,Lithuania,440,LTU,Country/Area,1965,  2 948,  2 965,  1 382,  1 584,47.4,87.2,28.7,71.7,68.2,74.8,24.2,2
13119,Estimates,Lithuania,440,LTU,Country/Area,1966,  2 983,  3 000,  1 400,  1 600,47.9,87.5,28.9,71.9,68.2,75.1,23.3,2
13120,Estimates,Lithuania,440,LTU,Country/Area,1967,  3 018,  3 035,  1 419,  1 616,48.5,87.8,29.2,72,68,75.5,20.2,1
13121,Estimates,Lithuania,440,LTU,Country/Area,1968,  3 053,  3 070,  1 437,  1 633,49,88,29.4,71.6,67.7,75.2,19.9,1
13122,Estimates,Lithuania,440,LTU,Country/Area,1969,  3 088,  3 103,  1 455,  1 649,49.6,88.2,29.6,71.2,67.1,75,21.1,1
13123,Estimates,Lithuania,440,LTU,Country/Area,1970,  3 119,  3 136,  1 471,  1 664,50.1,88.4,29.8,71.1,66.8,75,19.8,1
13124,Estimates,Lithuania,440,LTU,Country/Area,1971,  3 153,  3 171,  1 489,  1 681,50.6,88.6,29.9,72,67.6,76.1,14.9,1
13125,Estimates,Lithuania,440,LTU,Country/Area,1972,  3 189,  3 205,  1 507,  1 698,51.2,88.7,30.1,71.3,66.8,75.5,17,1
13126,Estimates,Lithuania,440,LTU,Country/Area,1973,  3 221,  3 236,  1 522,  1 714,51.7,88.8,30.3,71.6,67.2,75.7,17.6,1
13127,Estimates,Lithuania,440,LTU,Country/Area,1974,  3 251,  3 266,  1 538,  1 729,52.2,88.9,30.5,71.5,67,75.7,19.3,1
13128,Estimates,Lithuania,440,LTU,Country/Area,1975,  3 281,  3 296,  1 552,  1 744,52.6,89,30.6,71.1,66.4,75.6,19.4,1
13129,Estimates,Lithuania,440,LTU,Country/Area,1976,  3 310,  3 325,  1 566,  1 758,53.1,89.1,30.6,71.2,66.3,75.9,18.2,1
13130,Estimates,Lithuania,440,LTU,Country/Area,1977,  3 339,  3 353,  1 580,  1 773,53.5,89.2,30.7,71.1,66.2,75.6,17.1,1
13131,Estimates,Lithuania,440,LTU,Country/Area,1978,  3 367,  3 380,  1 594,  1 787,54,89.2,30.7,70.9,66,75.4,18.4,1
13132,Estimates,Lithuania,440,LTU,Country/Area,1979,  3 393,  3 405,  1 605,  1 799,54.4,89.2,30.7,70.7,65.6,75.6,17.1,1
13133,Estimates,Lithuania,440,LTU,Country/Area,1980,  3 417,  3 428,  1 617,  1 812,54.7,89.3,30.8,70.7,65.6,75.6,14.4,1
13134,Estimates,Lithuania,440,LTU,Country/Area,1981,  3 440,  3 452,  1 628,  1 824,55.1,89.3,30.9,70.7,65.5,75.7,16.5,1
13135,Estimates,Lithuania,440,LTU,Country/Area,1982,  3 465,  3 478,  1 640,  1 837,55.5,89.3,31,71.1,65.9,76,15.1,1
13136,Estimates,Lithuania,440,LTU,Country/Area,1983,  3 491,  3 505,  1 654,  1 851,56,89.3,31.1,71,65.9,75.9,14.3,1
13137,Estimates,Lithuania,440,LTU,Country/Area,1984,  3 520,  3 534,  1 668,  1 866,56.4,89.4,31.1,70.5,65.3,75.6,13.3,1
13138,Estimates,Lithuania,440,LTU,Country/Area,1985,  3 548,  3 562,  1 682,  1 880,56.9,89.4,31.1,70.7,65.8,75.5,14.1,1
13139,Estimates,Lithuania,440,LTU,Country/Area,1986,  3 577,  3 594,  1 698,  1 896,57.4,89.6,31.1,72.4,67.9,76.4,11.5,1
13140,Estimates,Lithuania,440,LTU,Country/Area,1987,  3 611,  3 627,  1 715,  1 912,57.9,89.7,31.1,72.2,67.7,76.3,12.2,1
13141,Estimates,Lithuania,440,LTU,Country/Area,1988,  3 644,  3 673,  1 738,  1 935,58.6,89.8,31.3,72,67.5,76.3,11.2,1
13142,Estimates,Lithuania,440,LTU,Country/Area,1989,  3 701,  3 696,  1 750,  1 947,59,89.9,31.4,71.6,66.8,76.2,10.6,1
13143,Estimates,Lithuania,440,LTU,Country/Area,1990,  3 691,  3 695,  1 748,  1 947,59,89.8,31.5,71.4,66.4,76.2,10.5,1
13144,Estimates,Lithuania,440,LTU,Country/Area,1991,  3 699,  3 701,  1 751,  1 950,59.1,89.8,31.7,70.5,65.1,75.8,14.2,1
13145,Estimates,Lithuania,440,LTU,Country/Area,1992,  3 704,  3 698,  1 749,  1 949,59,89.7,32,70.3,64.8,75.9,16.2,1
13146,Estimates,Lithuania,440,LTU,Country/Area,1993,  3 691,  3 680,  1 739,  1 941,58.8,89.6,32.3,68.9,63.1,74.9,14.6,1
13147,Estimates,Lithuania,440,LTU,Country/Area,1994,  3 669,  3 655,  1 725,  1 930,58.4,89.4,32.7,68.5,62.5,74.8,13.6,1
13148,Estimates,Lithuania,440,LTU,Country/Area,1995,  3 641,  3 627,  1 709,  1 918,57.9,89.1,33.1,69,63.2,75,12.4,1
13149,Estimates,Lithuania,440,LTU,Country/Area,1996,  3 613,  3 600,  1 693,  1 906,57.5,88.8,33.4,70.2,64.6,75.8,9.9,1
13150,Estimates,Lithuania,440,LTU,Country/Area,1997,  3 586,  3 573,  1 678,  1 895,57.1,88.6,33.8,71,65.4,76.6,10.2,0
13151,Estimates,Lithuania,440,LTU,Country/Area,1998,  3 561,  3 548,  1 664,  1 884,56.7,88.4,34.2,71.3,66,76.6,9.2,0
13152,Estimates,Lithuania,440,LTU,Country/Area,1999,  3 535,  3 523,  1 651,  1 872,56.3,88.2,34.6,71.7,66.3,77,8.6,0
13153,Estimates,Lithuania,440,LTU,Country/Area,2000,  3 511,  3 500,  1 638,  1 863,55.9,87.9,35,72.1,66.7,77.4,8.4,0
13154,Estimates,Lithuania,440,LTU,Country/Area,2001,  3 490,  3 473,  1 623,  1 850,55.5,87.7,35.5,71.7,65.9,77.5,7.7,0
13155,Estimates,Lithuania,440,LTU,Country/Area,2002,  3 456,  3 444,  1 607,  1 837,55,87.5,36,71.8,66.2,77.5,7.9,0
13156,Estimates,Lithuania,440,LTU,Country/Area,2003,  3 432,  3 415,  1 593,  1 823,54.5,87.4,36.5,72.1,66.4,77.7,7,0
13157,Estimates,Lithuania,440,LTU,Country/Area,2004,  3 399,  3 377,  1 573,  1 803,53.9,87.2,36.9,72,66.3,77.7,8,0
13158,Estimates,Lithuania,440,LTU,Country/Area,2005,  3 355,  3 322,  1 546,  1 777,53.1,87,37.5,71.2,65.2,77.5,7.1,0
13159,Estimates,Lithuania,440,LTU,Country/Area,2006,  3 290,  3 270,  1 518,  1 752,52.2,86.6,38,71,65.1,77.1,7.3,0
13160,Estimates,Lithuania,440,LTU,Country/Area,2007,  3 250,  3 231,  1 497,  1 734,51.6,86.3,38.4,70.7,64.5,77.2,6.5,0
13161,Estimates,Lithuania,440,LTU,Country/Area,2008,  3 213,  3 198,  1 481,  1 718,51.1,86.2,38.8,71.7,65.9,77.5,5.7,0
13162,Estimates,Lithuania,440,LTU,Country/Area,2009,  3 184,  3 163,  1 462,  1 701,50.5,85.9,39.1,72.9,67.1,78.5,5.7,0
13163,Estimates,Lithuania,440,LTU,Country/Area,2010,  3 142,  3 098,  1 429,  1 669,49.5,85.6,39.7,73.2,67.5,78.8,4.8,0
13164,Estimates,Lithuania,440,LTU,Country/Area,2011,  3 053,  3 029,  1 396,  1 633,48.4,85.5,40.4,73.6,68,79.1,4.7,0
13165,Estimates,Lithuania,440,LTU,Country/Area,2012,  3 004,  2 988,  1 376,  1 612,47.7,85.4,40.9,74,68.4,79.4,4,0
13166,Estimates,Lithuania,440,LTU,Country/Area,2013,  2 972,  2 958,  1 363,  1 596,47.2,85.4,41.2,74,68.5,79.4,3.6,0
13167,Estimates,Lithuania,440,LTU,Country/Area,2014,  2 944,  2 933,  1 351,  1 582,46.8,85.4,41.6,74.6,69.1,79.9,3.9,0
13168,Estimates,Lithuania,440,LTU,Country/Area,2015,  2 922,  2 906,  1 338,  1 568,46.4,85.4,41.9,74.5,69.1,79.6,4.2,0
13169,Estimates,Lithuania,440,LTU,Country/Area,2016,  2 889,  2 869,  1 321,  1 548,45.8,85.3,42.3,74.8,69.5,80,4.4,0
13170,Estimates,Lithuania,440,LTU,Country/Area,2017,  2 849,  2 829,  1 305,  1 524,45.2,85.6,42.7,75.7,70.7,80.4,2.9,0
13171,Estimates,Lithuania,440,LTU,Country/Area,2018,  2 810,  2 802,  1 297,  1 506,44.8,86.1,43,75.9,70.9,80.6,3.4,0
13172,Estimates,Lithuania,440,LTU,Country/Area,2019,  2 795,  2 795,  1 300,  1 495,44.6,87,43.1,76.4,71.5,81,3.2,0
13173,Estimates,Lithuania,440,LTU,Country/Area,2020,  2 795,  2 796,  1 309,  1 487,44.6,88.1,43.2,75.1,70.1,80,2.7,0
13174,Estimates,Lithuania,440,LTU,Country/Area,2021,  2 797,  2 794,  1 314,  1 481,44.6,88.7,43.1,74.3,69.6,78.9,3,0
13175,Estimates,Lithuania,440,LTU,Country/Area,2022,  2 792,  2 817,  1 326,  1 491,45,89,42.6,74.7,69.8,79.5,3.1,0
13176,Estimates,Lithuania,440,LTU,Country/Area,2023,  2 841,  2 854,  1 346,  1 508,45.6,89.2,42.1,76,71.2,80.7,2.8,0
13177,Estimates,Norway,578,NOR,Country/Area,1950,  3 250,  3 265,  1 618,  1 647,10.7,98.2,31.5,71.6,69.9,73.3,25.3,2
13178,Estimates,Norway,578,NOR,Country/Area,1951,  3 280,  3 296,  1 635,  1 661,10.8,98.4,31.7,72.5,70.8,74.3,23.3,2
13179,Estimates,Norway,578,NOR,Country/Area,1952,  3 312,  3 328,  1 652,  1 676,10.9,98.6,31.9,72.7,71,74.3,23.1,2
13180,Estimates,Norway,578,NOR,Country/Area,1953,  3 344,  3 361,  1 670,  1 691,11,98.8,32.2,73.1,71.2,75.1,20.1,2
13181,Estimates,Norway,578,NOR,Country/Area,1954,  3 378,  3 394,  1 688,  1 706,11.2,98.9,32.4,73.2,71.3,75.1,19.8,2
13182,Estimates,Norway,578,NOR,Country/Area,1955,  3 411,  3 429,  1 706,  1 723,11.3,99,32.6,73.4,71.5,75.3,19.2,2
13183,Estimates,Norway,578,NOR,Country/Area,1956,  3 446,  3 461,  1 723,  1 738,11.4,99.1,32.8,73.5,71.5,75.5,19.9,2
13184,Estimates,Norway,578,NOR,Country/Area,1957,  3 476,  3 492,  1 739,  1 753,11.5,99.2,33,73.4,71.4,75.5,19,2
13185,Estimates,Norway,578,NOR,Country/Area,1958,  3 508,  3 523,  1 755,  1 768,11.6,99.2,33.2,73.4,71.4,75.5,18.7,2
13186,Estimates,Norway,578,NOR,Country/Area,1959,  3 538,  3 553,  1 770,  1 783,11.7,99.3,33.3,73.6,71.4,75.8,17.7,1
13187,Estimates,Norway,578,NOR,Country/Area,1960,  3 568,  3 581,  1 784,  1 797,11.8,99.3,33.4,73.6,71.3,75.9,17.7,1
13188,Estimates,Norway,578,NOR,Country/Area,1961,  3 595,  3 610,  1 799,  1 811,11.9,99.3,33.4,73.6,71.2,76.1,17.2,1
13189,Estimates,Norway,578,NOR,Country/Area,1962,  3 625,  3 639,  1 813,  1 826,12,99.3,33.4,73.5,71,76,16.9,1
13190,Estimates,Norway,578,NOR,Country/Area,1963,  3 653,  3 666,  1 827,  1 840,12.1,99.3,33.3,73.1,70.8,75.5,16.1,1
13191,Estimates,Norway,578,NOR,Country/Area,1964,  3 680,  3 694,  1 841,  1 854,12.1,99.3,33.2,73.6,71.2,76.1,16.3,1
13192,Estimates,Norway,578,NOR,Country/Area,1965,  3 709,  3 723,  1 855,  1 868,12.2,99.3,33.1,73.7,71.1,76.5,16,1
13193,Estimates,Norway,578,NOR,Country/Area,1966,  3 738,  3 753,  1 869,  1 884,12.3,99.2,33,74,71.4,76.7,13.5,1
13194,Estimates,Norway,578,NOR,Country/Area,1967,  3 768,  3 784,  1 884,  1 900,12.4,99.2,32.8,74.1,71.3,76.9,13.9,1
13195,Estimates,Norway,578,NOR,Country/Area,1968,  3 800,  3 816,  1 900,  1 916,12.5,99.1,32.5,73.9,71.2,76.8,13.1,1
13196,Estimates,Norway,578,NOR,Country/Area,1969,  3 832,  3 847,  1 915,  1 933,12.6,99.1,32.1,73.7,70.8,76.7,13.1,1
13197,Estimates,Norway,578,NOR,Country/Area,1970,  3 863,  3 875,  1 928,  1 947,12.7,99,31.8,74.1,71,77.3,12,1
13198,Estimates,Norway,578,NOR,Country/Area,1971,  3 888,  3 903,  1 941,  1 962,12.8,99,31.6,74.2,71.1,77.4,12.3,1
13199,Estimates,Norway,578,NOR,Country/Area,1972,  3 918,  3 933,  1 956,  1 977,12.9,98.9,31.4,74.3,71.3,77.5,11.2,1
13200,Estimates,Norway,578,NOR,Country/Area,1973,  3 948,  3 961,  1 969,  1 992,13,98.9,31.3,74.4,71.3,77.7,11,1
13201,Estimates,Norway,578,NOR,Country/Area,1974,  3 973,  3 985,  1 980,  2 005,13.1,98.8,31.2,74.8,71.7,78,9.8,1
13202,Estimates,Norway,578,NOR,Country/Area,1975,  3 998,  4 007,  1 991,  2 017,13.2,98.7,31.2,74.8,71.7,78.1,10.2,1
13203,Estimates,Norway,578,NOR,Country/Area,1976,  4 017,  4 026,  1 999,  2 027,13.2,98.6,31.3,75,72,78.2,9.6,1
13204,Estimates,Norway,578,NOR,Country/Area,1977,  4 035,  4 043,  2 007,  2 037,13.3,98.5,31.5,75.4,72.3,78.7,8.6,1
13205,Estimates,Norway,578,NOR,Country/Area,1978,  4 051,  4 059,  2 013,  2 045,13.3,98.4,31.8,75.4,72.4,78.6,8.4,1
13206,Estimates,Norway,578,NOR,Country/Area,1979,  4 066,  4 073,  2 019,  2 053,13.4,98.3,32.1,75.4,72.2,78.8,8.2,1
13207,Estimates,Norway,578,NOR,Country/Area,1980,  4 079,  4 086,  2 025,  2 061,13.4,98.2,32.4,75.7,72.3,79.2,8,1
13208,Estimates,Norway,578,NOR,Country/Area,1981,  4 092,  4 100,  2 031,  2 069,13.5,98.1,32.7,75.9,72.6,79.3,7.5,0
13209,Estimates,Norway,578,NOR,Country/Area,1982,  4 107,  4 115,  2 037,  2 078,13.5,98,32.9,76,72.6,79.5,8.1,1
13210,Estimates,Norway,578,NOR,Country/Area,1983,  4 122,  4 128,  2 043,  2 085,13.6,98,33.2,76.1,72.7,79.6,7.8,0
13211,Estimates,Norway,578,NOR,Country/Area,1984,  4 134,  4 140,  2 048,  2 092,13.6,97.9,33.4,76.2,73,79.6,8.3,1
13212,Estimates,Norway,578,NOR,Country/Area,1985,  4 146,  4 152,  2 053,  2 099,13.6,97.8,33.6,75.9,72.6,79.4,8.5,1
13213,Estimates,Norway,578,NOR,Country/Area,1986,  4 159,  4 167,  2 060,  2 107,13.7,97.8,33.8,76.3,72.9,79.7,7.9,0
13214,Estimates,Norway,578,NOR,Country/Area,1987,  4 175,  4 187,  2 070,  2 117,13.8,97.8,33.9,76.1,72.8,79.6,8.5,1
13215,Estimates,Norway,578,NOR,Country/Area,1988,  4 198,  4 209,  2 082,  2 127,13.8,97.9,34.1,76.3,73.1,79.6,8.2,1
13216,Estimates,Norway,578,NOR,Country/Area,1989,  4 221,  4 227,  2 091,  2 136,13.9,97.9,34.2,76.5,73.3,79.8,7.9,1
13217,Estimates,Norway,578,NOR,Country/Area,1990,  4 233,  4 241,  2 097,  2 144,13.9,97.8,34.4,76.6,73.4,79.8,6.9,1
13218,Estimates,Norway,578,NOR,Country/Area,1991,  4 250,  4 262,  2 107,  2 154,14,97.8,34.5,77,74,80.1,6.2,0
13219,Estimates,Norway,578,NOR,Country/Area,1992,  4 273,  4 286,  2 120,  2 166,14.1,97.9,34.7,77.2,74.2,80.4,5.7,0
13220,Estimates,Norway,578,NOR,Country/Area,1993,  4 299,  4 312,  2 132,  2 179,14.2,97.8,34.8,77.2,74.2,80.2,5,0
